Id,ShortName,FullName,HomePage
2827,"EUSFLAT","European Society for Fuzzy Logic and Technology","http://www.polytech.univ-savoie.fr/index.php?id=eusflat2011"
2828,"MIE","Medical Informatics Europe","http://www.mie2011.org/"
2829,"ICNSC","International Conference on Networking, Sensing and Control","http://sinfras.com/conferences/icnsc2011/"
2830,"RIAO","Recherche d'Information Assistee par Ordinateur","http://riao.free.fr/"
2831,"CISIS","International Conference on Complex, Intelligent and Software Intensive Systems","http://www.takilab.org/conf/cisis/2011/"
2832,"EuroPES","IASTED European Conference on Power and Energy Systems","http://www.iasted.org/conferences/home-714.html"
2839,"ICPRAM","International Conference on Pattern Recognition Applications and Methods","http://www.icpram.org/"
2846,"DAFx","International Conference on Digital Audio Effects","http://www.dafx.de/"
2849,"SMC","Sound and Music Computing Conference","http://smcnetwork.org/"
2879,"ICSIPA","International Conference on Signal and Image Processing Applications","http://spsocmalaysia.org/icsipa2011/"
2884,"ICGSE","IEEE International Conference on Global Software Engineering","www.icgse.org"
2885,"EUSIPCO","European Signal Processing Conference","http://www.eusipco2011.org/"
2891,"3DIMPVT","International Conference on 3D Imaging, Modeling, Processing, Visualization and Transmission","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800494"
2892,"3DIC","IEEE International Conference on 3D System Integration","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002927"
2893,"3DUI","IEEE Symposium on 3D User Interfaces","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001623"
2894,"DTV-CON","3DTV Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001624"
2896,"ACCESSNETS","AccessNets International Conference on Access Networks & Workshops","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002499"
2897,"ISAS","International Symposium on Access Spaces","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800432"
2899,"AMLCD","International Workshop on Active Matrix Liquid Crystal Displays","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002316"
2900,"APEDE","International Conference on Actual Problems of Electron Devices Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000004"
2901,"APEIE","International Conference on Actual Problems of Electronic Instrument Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000249"
2902,"ISAUHC","International Symposium on Ad Hoc and Ubiquitous Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001805"
2903,"Med-Hoc-Net","The IFIP Annual Mediterranean Ad Hoc Networking Workshop","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002826"
2904,"ADA","International IEEE Conference on Ada Applications and Environments","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001850"
2907,"WWV","International Workshop on Automated Specification and Verification of Web Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002018"
2909,"ICAL","IEEE International Conference on Automation and Logistics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001355"
2910,"AST","International Workshop on Automation of Software Test","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001292"
2911,"CASE","IEEE International Conference on Automation Science and Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001095"
2912,"AQTR","IEEE International Conference on Automation, Quality and Testing, Robotics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001746"
2915,"AuRE","International Automotive Requirements Engineering Workshop","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001302"
2916,"AAMAS","Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002198"
2917,"AIS","International Conference on Autonomous and Intelligent Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800106"
2918,"IWADS","International Workshop on Autonomous Decentralized Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000068"
2919,"ICARA","International Conference on Autonomous Robots and Agents","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002690"
2920,"AUV","Symposium on Autonomous Underwater Vehicle Technology","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000069"
2921,"AUTEST","AUTOTESTCON, International Automatic Testing Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000070"
2922,"AVFOP","IEEE Conference on Avionics Fiber-Optics and Photonics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001044"
2924,"ITHERM","Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000760"
2925,"THERMINIC","International Workshop on Thermal Investigation of ICs and Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001558"
2926,"THETA","International Conference on Thermal Issues in Emerging Technologies: Theory and Application","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001995"
2927,"EuroSimE","Thermal, Mechanical and Multiphysics Simulation and Experiments in Micro-Electronics and Micro-Systems EuroSimE","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001158"
2928,"TERA","Thz Radiation, IEEE International Workshop","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002510"
2929,"TFSA","Time-Frequency and Time-Scale Analysis, IEEE-SP International Symposium","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000762"
2930,"TEFSE","ICSE Workshop on Traceability in Emerging Forms of Software Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002752"
2931,"TEE","IEEE Transforming Engineering Education","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800077"
2932,"IEEE/PES","Transmission & Distribution Conference & Exposition: Asia and Pacific","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001700"
2934,"IEEE/PES","Transmission and Distribution Conference and Exposition: Latin America, IEEE/PES","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001701"
2935,"ESMO","IEEE International Conference on Transmission and Distribution Construction, Operation and Live-Line Maintenance","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000765"
2936,"ICTON","International Conference on Transparent Optical Networks","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000766"
2937,"ICTE","International Congress on Transportation Electronics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000767"
2938,"PRTTC","Pacific Rim TransTech Conference. Pacific Rim TransTech Conference Proceedings. A Ride into the Future","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002323"
2939,"TISC","Trendz in Information Sciences & Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800277"
2940,"TRON","TRON Project International Symposium","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000768"
2941,"TrustCom","IEEE International Conference on Trust, Security and Privacy in Computing and Communications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800729"
2942,"APTC","Asia-Pacific Trusted Infrastructure Technologies Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002523"
2943,"ISTC","International Symposium on Turbo Codes and Related Topics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002480"
2944,"U-Media","IEEE International Conference on Ubi-Media Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002010"
2945,"ICUFN","International Conference on Ubiquitous and Future Networks","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002805"
2946,"ICUT","International Conference on Ubiquitous Information Technologies and Applications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800004"
2947,"UMC","International Symposium on Ubiquitous Multimedia Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002485"
2948,"UPINLBS","Ubiquitous Positioning Indoor Navigation and Location Based Service","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800218"
2949,"ULIS","International Conference on Ultimate Integration of Silicon","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001841"
2950,"IWUWBS","IEEE Conference on Ultra Wideband Systems and Technologies","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000769"
2951,"ICU","IEEE International Conference on Ultra-Wideband","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001432"
2952,"UWBSP","Ultra-Wideband Short-Pulse Electromagnetics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002380"
2953,"ULTRAVIS","Workshop on Ultrascale Visualization, UltraVis","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002783"
2955,"IUS","Ultrasonics, IEEE Symposium","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000770"
2956,"UWBUSIS","Ultrawideband and Ultrashort Impulse Signals, UWBUSIS, International Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002070"
2958,"URKE","International Conference on Uncertainty Reasoning and Knowledge Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800473"
2959,"SSC","International Symposium on Underwater Technology","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000772"
2960,"ISUC","International Symposium on Universal Communication","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002556"
2961,"ICUPC","International Conference on Universal Personal Communications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000774"
2962,"UPEC","International Universities Power Engineering Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001616"
2963,"AUPEC","Australasian Universities Power Engineering Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001829"
2965,"UGIM","University/Government/Industry Microelectronics Symposium","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000775"
2966,"UUST","International Symposium on Unmanned Untethered Submersible Technology","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000776"
2967,"JURSE","Urban Remote Sensing Joint Event","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001954"
2968,"IEEE/OES","Baltic International Symposium, IEEE/OES US/EU","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002444"
2969,"USEReST","Workshop on Use of Remote Sensing Techniques for Monitoring Volcanoes and Seismogenic Areas","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002554"
2970,"i-USEr","International Conference on User Science and Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800283"
2971,"HPCMP-UGC","Users Group Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001507"
2973,"IVESC","International Vacuum Electron Sources Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002190"
2974,"IVEC","Vacuum Electronics, International Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000779"
2975,"IVMC","Vacuum Microelectronics IEEE International Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000780"
2976,"IVNC","Vacuum Nanoelectronics International Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000781"
2977,"VSS","International Workshop on Variable Structure Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001945"
2979,"VNIS","Vehicle Navigation and Information Systems Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000783"
2980,"VPPC","Vehicle Power and Propulsion IEEE Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001124"
2981,"ICVES","IEEE International Conference on Vehicular Electronics and Safety","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001546"
2982,"VNC","IEEE Vehicular Networking Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003110"
2983,"VTC -Spring","Vehicular Technology, IEEE Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000784"
2984,"IVC","Verilog HDL, IEEE International Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000785"
2985,"VIUF","VHDL International Users Forum","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000787"
2986,"EURASIP","Region 8 International Symposium on Video/Image Processing and Multimedia Communications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000788"
2987,"VIMS","IEEE International Workshop on Virtual and Intelligent Measurement Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000789"
2988,"VECIMS","IEEE International Symposium on Virtual Environments, Human-Computer Interfaces and Measurement Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000790"
2989,"SVR","Symposium on Virtual Reality","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800426"
2991,"CMCVR","Cloud-Mobile Convergence for Virtual Reality Workshop","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800128"
2992,"VR","Virtual Reality, IEEE Annual International Symposium","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000791"
2993,"ICVR","International Workshop on Virtual Rehabilitation","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001381"
2994,"VAST","IEEE Symposium on Visual Analytics Science and Technology","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001630"
2996,"EUVIP","European Workshop on Visual Information Processing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800259"
2997,"VL/HCC","IEEE Symposium on Visual Languages and Human Centric Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001007"
2998,"VL","IEEE Symposium on Visual Languages","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000793"
2999,"CVMP","Conference for Visual Media Production","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003129"
3000,"WVM","Workshop on Visual Motion","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000794"
3001,"VSPETS","Joint IEEE International Workshop on Visual Surveillance and Performance Evaluation of Tracking and Surveillance","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002103"
3002,"VS","IEEE Workshop on Visual Surveillance","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000795"
3003,"VIZ","Visualisation, VIS, 2008 International Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001944"
3004,"VMV","IEEE Workshop on Visualization and Machine Vision","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001999"
3006,"formerly Asia-Pacific APVIS","Visualization Symposium, Pacific Asia-Pacific","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001657"
3007,"ICVC","International Conference on VLSI and CAD","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002381"
3008,"VLSIC","Symposium on VLSI Circuits","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000798"
3009,"IWVDVT","Proceedings of IEEE International Workshop on VLSI Design and Video Technology","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002145"
3010,"VLSI-DAT","International Symposium on VLSI Design, Automation and Test","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001081"
3012,"VMIC","VLSI Multilevel Interconnection, International IEEE Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000800"
3013,"VPWJ","IEEE VLSI Packaging Workshop of Japan","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002603"
3014,"VPAD","International Workshop on VLSI Process and Device Modeling","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002340"
3015,"VLSISP","Workshop on VLSI Signal Processing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000801"
3016,"VLSIT","VLSI Technology, Symposium","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000802"
3017,"VLSI-TSA","International Symposium on VLSI Technology, Systems and Applications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000803"
3018,"VLSI","IEEE Computer Society Workshop on","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000806"
3019,"VOIPMS","IEEE Workshop on VoIP Management and Security","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002045"
3020,"VV","IEEE Symposium on Volume Visualization","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001890"
3021,"ISVRI","IEEE International Symposium on VR Innovation","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800344"
3022,"IWLR","International Wafer Level Reliability Workshop, Final Report","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002280"
3023,"ICWSI","International Conference on Wafer Scale Integration","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000809"
3024,"ISWREP","International Symposium on Water Resource and Environmental Protection","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800246"
3025,"WSS","International Waterside Security Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800313"
3026,"WDD","International Waveform Diversity and Design Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001357"
3027,"ICWAPR","International Conference on Wavelet Analysis and Pattern Recognition","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001588"
3029,"WeRE","International Workshop on the Web and Requirements Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800171"
3030,"APWEB","Web Conference, International Asia-Pacific","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800048"
3032,"WISA","Web Information Systems and Applications Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003022"
3033,"WISM","International Conference on Web Information Systems and Mining","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003020"
3035,"WMWA","Pacific-Asia Conference on Web Mining and Web-based Application","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002868"
3036,"WSE","International Workshop on Web Site Evolution","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000813"
3037,"SWS","IEEE Symposium on Web Society","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002897"
3038,"WESCAN","WESCANEX ,: Communications, Power and Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000814"
3039,"","WESCON","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000815"
3040,"WBL","International Conference on Novel Applications of Wide Bandgap Layers","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001408"
3041,"WIKIS4SE","ICSE Workshop on Wikis for Software Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002754"
3043,"IEEE/LEOS","Photonics Society Winter Topicals Meeting Series, IEEE","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001562"
3044,"IWWAN","International Workshop on Wireless Ad-Hoc Networks","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001407"
3045,"WiAD","Conference on Wireless Advanced","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800100"
3046,"WAMICON","Wireless and Microwave Technology IEEE Annual Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001154"
3047,"WiMob","IEEE International Conference on Wireless and Mobile Computing, Networking And Communications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001404"
3048,"WOCC","International Conference on Wireless and Optical Communications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001402"
3049,"WOCN","IFIP International Conference on Wireless and Optical Communications Networks","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001403"
3050,"AusWireless","International Conference on Wireless Broadband and Ultra Wideband Communications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001264"
3051,"ICWCSC","International Conference on Wireless Communication and Sensor Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003108"
3052,"WCSN","International Conference on Wireless Communication and Sensor Networks","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001656"
3053,"WCSS","IEEE Wireless Communication System Symposium","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001401"
3054,"ISWCS","International Symposium on Wireless Communication Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001380"
3056,"Wireless VITAE",NULL,"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800006"
3057,"WCACEM","IEEE/ACES International Conference on Wireless Communications and Applied Computational Electromagnetics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001399"
3058,"WCNCW","IEEE Wireless Communications and Networking Conference Workshops","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800061"
3059,"WCNC","Wireless Communications and Networking, IEEE Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000817"
3060,"WCSP","International Conference on Wireless Communications and Signal Processing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800008"
3061,"WCC","Wireless Communications Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000818"
3062,"WCNIS","IEEE International Conference on Wireless Communications, Networking and Information Security","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800097"
3063,"WiCom","International Conference on Wireless Communications, Networking and Mobile Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001345"
3064,"EW","European Wireless Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002441"
3065,"IFIP","Wireless Days, WD","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002682"
3066,"WHNC","IEEE Wireless Hive Networks Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002446"
3067,"WIVC","International Workshop on Wireless Image/Video Communications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001396"
3069,"ICWITS","IEEE International Conference on Wireless Information Technology and Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800160"
3072,"WiMesh","IEEE Workshop on Wireless Mesh Networks","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001393"
3073,"WiNC","IEEE Wireless Network Coding Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800075"
3074,"WNIS","International Conference on Wireless Networks and Information Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003076"
3076,"WPMC","International Symposium on Wireless Personal Multimedia Communications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001390"
3077,"ISWPC","International Symposium on Wireless Pervasive Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001131"
3078,"WiSNet","IEEE Topical Conference on Wireless Sensors and Sensor Networks","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800298"
3081,"ECWT","European Conference on Wireless Technology","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001387"
3082,"WTS","Wireless Telecommunications Symposium","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001386"
3083,"WMUTE","IEEE International Workshop on Wireless, Mobile and Ubiquitous Technology in Education","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001385"
3084,"WORKS","Workshop on Workflows in Support of Large-Scale Science","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002546"
3085,"WAC","World Automation Congress","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001168"
3086,"WCECS","World Congress on Engineering and Computer Science, WCECS, Advances in Electrical and Electronics Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002869"
3087,"WHC","World Haptics Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001635"
3088,"WNWEC","World Non-Grid-Connected Wind Power and Energy Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002952"
3089,"ISAC","International Symposium on Aware Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800199"
3090,"BEC","International Baltic Electronics Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002069"
3091,"BOD","IEEE International Workshop on Bandwidth on Demand","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002038"
3092,"BCAA","Annual Battery Conference on Applications and Advances","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000071"
3093,"BMN","Bio Micro and Nanosystems Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002036"
3094,"BICTA","International Conference on Bio-Inspired Computing: Theories and Applications","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002481"
3095,"BIONETICS","Bio-Inspired Models of Network, Information and Computing Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001998"
3096,"BIOTECHNO","International Conference on Biocomputation, Bioinformatics, and Biomedical Technologies","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001800"
3097,"ICBEM","Proceedings of the International Conference on Bioelectromagnetism","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002267"
3099,"ENBENG","Portuguese Meeting in Bioengineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800517"
3100,"NEBEC","IEEE Annual Northeast Bioengineering Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000074"
3101,"ICBBE","International Conference on Bioinformatics and Biomedical Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001303"
3102,"ICBBT","2010 International Conference on Bioinformatics and Biomedical Technology","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800047"
3103,"BIBMW","IEEE International Conference on Bioinformatics and Biomedicine Workshops","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001585"
3104,"CSB","Bioinformatics, IEEE Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000076"
3105,"OCCBIO","Ohio Collaborative Conference on Bioinformatics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002795"
3106,"IJCBS","International Joint Conference on Bioinformatics, Systems Biology and Intelligent Computing","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002888"
3108,"ICBPE","International Conference on Biomedical and Pharmaceutical Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002019"
3109,"BIOCAS","IEEE Biomedical Circuits and Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001670"
3110,"ICBME","Iranian Conference of Biomedical Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800276"
3111,"MECBME","Middle East Conference on Biomedical Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800336"
3112,"ICBECS","International Conference on Biomedical Engineering and Computer Science","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1040040"
3113,"IECBES","IEEE EMBS Conference on Biomedical Engineering and Sciences","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800329"
3114,"CIBEC","Cairo International Biomedical Engineering Conference","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002634"
3115,"IBED","International Biomedical Engineering Days","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000078"
3116,"BIYOMUT","National Biomedical Engineering Meeting","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002777"
3117,"APBME","IEEE EMBS Asian-Pacific Conference on Biomedical Engineering","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002225"
3120,"BIA","IEEE Workshop on Biomedical Image Analysis","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000079"
3121,"SSBI","IEEE EMBS International Summer School on Biomedical Imaging","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002148"
3122,"BioRob","IEEE/RAS-EMBS International Conference on Biomedical Robotics and Biomechatronics","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002044"
3123,"BSEC","Biomedical Science & Engineering Conference Annual ORNL","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800015"
3125,"BIOVIS","Proceedings Biomedical Visualization","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002317"
3126,"BioWireleSS","IEEE Topical Conference on Biomedical Wireless Technologies, Networks, and Sensing Systems","http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800299"
