AuthorId,ConfirmedPaperIds,DeletedPaperIds
1245159,220479 269314 635167 683590 694675 875760 888304 904757 975873 1138837 1300124 1411351 1513206 1986447 2078446 2182996,37375 454578 1888650 2070220
1246627,14551 205620 227452 245930 331006 514885 562031 604651 1028893 1040310 1162721 1265531 1306696 1316194 1409676 1438813 1495814 1522625 1631556 1682036 1688999 1759027 1792030 1814541 1818038,478482 1144635 1794892 2038792
1247514,38999 135474 139718 141267 163242 176165 183450 200033 202865 216400 271756 389020 407552 427913 485445 510408 560117 576971 590866 613781 681836 730706 747408 796877 799554 870558 951503 971249 1117941 1123214 1157703 1174242 1208285 1220467 1231535 1286260 1305556 1324956 1361360 1389161 1392302 1402870 1431539 1433881 1516748 1563202 1570218 1613716 1626792 1675294 1714262 1728400 1870578 1910112 1987609 2037872 2062535 2142849 2155505 2187827 2195788 2213118 2258892,16951 18248 35883 72314 159284 181745 193409 194405 217276 222755 263838 283545 302698 302926 327574 331198 345680 357212 404634 411319 491002 515364 553629 560088 589686 603967 625318 656711 697873 725828 747294 768371 770995 817829 858979 874147 935672 1059906 1072457 1099556 1139241 1173024 1175305 1176902 1185137 1190545 1192091 1224667 1237740 1303106 1348963 1415824 1457773 1462053 1491810 1509855 1522201 1565294 1575734 1634545 1651667 1688207 1688583 1690443 1694680 1695383 1695836 1736275 1762566 1791257 1872610 1882373 1950419 1955441 1961270 1985771 1998477 2003249 2015739 2037011 2102869 2104595 2113589 2117236 2126129 2152183 2191276 2217360 2218725 2239111 2239989 2241494
1248545,8707 35512 136997 145431 145647 272634 388594 497735 521781 524019 543835 617081 629218 661917 735820 743526 1048611 1174175 1227862 1228010 1297636 1299337 1306547 1340493 1349162 1380167 1392331 1401986 1402693 1404916 1474204 1480617 1538662 1746813 1810920 1836430 1866046 1925072 1930359 1969814 1973432 1986616 2031102 2046924 2046971 2132483 2144041 2149411 2157630 2218258 2236884 2243572,19211 35466 45763 79631 84076 97887 258671 269485 312717 330666 434328 445346 466781 521064 538086 614053 806154 811010 812105 870149 903385 1002289 1033224 1037223 1078530 1089962 1125527 1131842 1152628 1343913 1431836 1443089 1448758 1465211 1504734 1554796 1558367 1565225 1573160 1586307 1618364 1814218 1838182 1869807 1870795 1911158 1966646 2012597 2060222 2135562 2160806 2168145
1249188,616726 674153 799475 1325661 1609179 1729557 1800810 1967626 2093010,288536
1249411,101320 845315 1400889 1817896,4171 10539 18656 21048 25603 36934 37611 37655 40250 43943 48472 50540 50927 51557 52621 53824 61297 70525 79187 80215 81503 83558 89485 94215 95464 97717 101320 102282 107165 109084 119073 122167 123663 123673 128505 138261 138843 154088 159407 162881 165153 165998 168031 172302 173536 175301 178553 185818 190880 195253 196625 207544 214995 222745 235953 236137 248645 249025 250452 251471 266891 270052 271131 275572 282199 284576 289338 290126 296831 308724 322952 328373 342261 342934 344734 348343 375323 380557 381357 385672 387424 391943 399664 401740 401743 413181 422503 434200 434600 445516 447964 448702 448898 449811 451708 451722 452066 456384 456669 456793 464999 473579 482704 488689 491873 496252 500851 512954 516083 517549 517794 518839 528101 529472 542889 544087 546205 546715 548121 560057 561833 565458 566563 567753 568083 569780 575212 579384 587190 598013 618920 622889 628689 630713 631206 632435 635445 640646 641895 649097 654857 677961 679161 679204 681002 682879 683563 696929 697306 699508 706000 711102 712655 715331 716675 726141 731245 735934 741116 741470 744377 753928 763151 763279 769543 773637 786846 793365 816186 820503 841752 843193 845315 856792 860818 863803 865779 874500 877138 878602 880787 891800 898910 899603 899688 901881 914001 914061 914468 921755 923625 926840 927867 929301 932247 933009 941495 944194 947850 950927 951493 953251 959094 959403 960984 961932 964968 971173 972383 983745 985291 986438 999941 1000305 1003018 1010986 1021915 1028862 1031287 1040359 1043137 1045597 1046817 1055409 1056573 1057957 1059274 1065545 1065579 1065633 1090599 1096788 1098098 1107865 1110209 1119196 1130197 1138789 1140756 1148472 1155879 1159133 1159407 1160524 1164579 1168555 1173732 1181490 1190149 1192787 1193241 1198398 1201107 1202917 1216906 1218824 1224113 1228153 1230930 1234495 1246472 1249133 1262472 1263387 1266137 1271450 1272878 1282278 1284865 1287440 1290592 1297893 1308247 1310311 1312403 1313278 1323633 1328107 1339926 1355933 1359527 1362383 1364297 1365182 1382390 1386414 1390634 1395306 1395335 1396336 1401038 1404818 1405855 1408449 1418391 1429430 1435237 1441352 1448766 1450532 1456103 1461092 1462847 1467006 1469672 1473086 1475925 1476993 1477532 1483453 1486641 1494349 1506871 1511129 1516745 1520386 1537222 1537408 1540648 1542021 1542952 1547546 1552472 1553108 1556967 1558943 1561798 1578881 1578980 1582026 1585083 1587912 1593295 1603417 1605047 1608837 1620143 1622044 1622619 1622796 1626963 1636480 1649445 1650852 1659336 1664134 1666332 1671641 1673172 1682399 1685100 1685675 1689540 1710045 1710960 1711805 1721467 1722428 1725458 1725974 1730737 1736753 1738520 1760248 1778230 1799060 1800109 1803922 1809697 1810686 1817497 1817896 1822329 1825998 1827311 1833266 1848659 1849456 1853317 1863315 1877063 1884100 1884877 1887994 1891015 1892997 1898096 1905084 1909146 1914086 1927898 1940224 1940380 1948358 1952824 1958278 1972898 1983385 1984695 1989237 1991802 1999604 2000816 2001601 2009660 2034615 2035637 2049739 2054569 2056885 2057881 2058958 2064747 2066174 2068092 2077781 2079628 2081954 2083483 2087654 2090042 2093929 2101512 2105282 2108403 2114961 2116480 2117929 2118406 2124092 2129257 2135524 2143135 2152357 2160043 2161794 2165526 2166911 2171443 2171710 2180953 2181268 2182543 2183959 2187150 2194630 2195046 2198038 2202009 2208831 2212497 2213469 2223087 2226230 2235834 2237185
1249650,496153 934501 1014744 1337906 1529455,934501 934501
1251528,23045 215017 566297 590143 639887 811322 1005821 1038390 1256667 1280521 1451831 1481071 1670737 1697839 1714957 1759505 1876415 2012088,38934 50168 58321 91628 110269 113354 120294 126533 164851 194470 203556 213418 246405 264741 264973 296068 300234 315050 337771 390612 425866 451272 462462 466115 491939 575988 585334 628966 643547 643664 687071 699555 746402 754926 772876 773615 789868 806552 821651 886064 892710 920597 943483 962210 965887 992219 1002556 1011564 1029575 1060541 1060941 1063937 1072966 1087770 1106452 1111970 1117288 1141505 1153556 1158725 1173786 1182170 1185525 1212506 1214589 1218083 1221602 1244037 1263228 1264302 1267604 1272821 1275687 1284842 1286631 1309765 1336510 1337106 1355349 1379332 1432190 1475362 1493631 1498521 1550913 1559923 1561465 1571748 1582264 1608383 1635531 1640820 1671554 1677822 1682420 1700299 1713645 1715547 1717688 1742546 1747901 1753886 1760455 1782937 1807531 1820572 1824170 1844200 1858464 1858870 1871833 1880235 1899650 1943968 1953705 1969294 1984930 1985104 2006325 2010780 2031725 2039134 2073191 2075019 2081779 2104019 2106018 2131647 2137160 2169653 2180887 2217827 2240700
1252067,878862,46787 464453 527991 579539 743231 760959 1004051 1255181 1284254 1507065 1634329 1857037 1925745 2014589
1252755,1161060,212144 272799 405833 466316 526314 623086 855121 1211193 1593267 1754587 1764352 1820030 1863835 2177742 2258969
1253131,45777 908486 1016640 1195169 1323644 1566369 1662562 1747941 1798053 1830704 2175131 2193991 2216290,79074 476523 576741 658626 663865 803789 830449 913811 1037278 1071817 1086354 1243933 1527628 1655414 1665865 1955659 2055682 2131904
1253364,4113 50473 71048 88130 196209 207522 266274 272577 314091 382546 464584 551680 607110 688564 700835 727864 826025 889773 959957 1069572 1077995 1083426 1182254 1200471 1210698 1401081 1420496 1716452 1716897 1731389 1798682 1869240 1894928 2048203 2183828 2249820 2257571,20388 74336 119937 124665 142711 143384 145353 198466 203830 206552 219531 252438 253970 256859 326347 346087 364324 445382 460873 531127 540804 585703 619570 626870 694099 753481 799199 817547 825088 826400 833373 864435 903059 926774 941756 986589 1158017 1210006 1218821 1229405 1256115 1316318 1359976 1360557 1399684 1455866 1461166 1516143 1527519 1538533 1574576 1644213 1670879 1675256 1716738 1728443 1774390 1779390 1844015 1874151 1891641 1895723 1965450 1968027 1997645 2028228 2058810 2069810 2119809 2129488 2163201 2256294
1253730,18216 18388 20002 39194 49734 80681 95880 145402 161043 163232 198245 200013 214054 220869 236410 285039 347873 398126 457054 500665 504281 506339 551746 567054 567288 595650 601740 607384 611700 635389 708249 709010 723091 751969 753048 772817 785759 844862 869246 894204 909838 953543 1008482 1015232 1042325 1043682 1078317 1079171 1084405 1090669 1091002 1106589 1122057 1125958 1163267 1171756 1192376 1212498 1220737 1229755 1260266 1266817 1286821 1298372 1326226 1332171 1337518 1359010 1363625 1368848 1370819 1373263 1401369 1433418 1438013 1453765 1490178 1497475 1505112 1536139 1540635 1548398 1630998 1671179 1678667 1689906 1698449 1712575 1739963 1743185 1743252 1745600 1750178 1779938 1782367 1803463 1879664 1881951 1889874 1898960 1990812 2009069 2034085 2037196 2039222 2050082 2059482 2083741 2092347 2108144 2162689 2179441 2204070 2245113 2248205 2252667,10283 31614 53836 71880 76440 88959 111285 115059 158918 161262 175365 191285 194921 201019 224000 227200 320172 338671 363787 420841 436780 451143 464253 480623 510394 531851 545646 546231 553660 567621 602366 726091 765959 781673 842017 866174 879024 879354 885738 893568 907752 920722 937601 963445 984450 1058700 1059779 1068271 1071086 1080513 1085297 1085847 1099663 1106026 1135742 1196659 1200025 1202122 1221077 1234079 1266934 1322231 1325860 1333778 1334344 1338542 1371961 1384959 1402021 1405905 1451919 1460518 1492628 1507197 1512983 1554596 1626591 1641905 1677640 1690570 1701667 1733834 1740447 1751844 1770589 1771300 1778049 1791093 1795133 1813781 1825293 1867420 1887981 1896247 1918756 1922083 1956900 2009199 2022663 2049317 2073987 2077956 2091314 2100236 2129753 2169835 2174200 2242774 2251609
1254085,54445 115913 246944 268339 307313 347866 414599 459938 581981 747087 821118 838912 844800 982820 1007177 1305263 1574311 1637698 1820818 1996076 2030858 2134976 2159101 2178445 2223190,1702137
1254188,33937 78598 218695 324102 425591 450922 479555 519509 585299 585918 599684 609639 612940 619093 678741 743149 888452 917670 933711 1004439 1038874 1229019 1230888 1272174 1273132 1299198 1339182 1343800 1455469 1474422 1476144 1521865 1604693 1654257 1680810 1707581 1932785 1979371 2021526 2182365 2220058,16558 41083 75070 90906 124452 147435 160382 232436 287927 357058 438829 449531 597051 634354 685103 699865 756250 779103 783262 789147 851511 923767 934203 965172 986763 1194398 1197431 1206507 1292053 1294606 1301929 1360141 1376754 1380477 1430505 1502135 1514490 1531081 1533687 1535820 1557886 1561131 1568302 1587752 1601258 1645332 1694529 1708989 1719812 1720019 1783992 1797199 1801728 1885611 1891256 1901212 1902085 1954256 2039956 2054697 2071735 2142641 2211711
1254540,295376 898565 1672404 2162024,132515 137301 139707 281574 358955 570396 690684 698583 1143700 1239678 1368943 1489060 1500050 1555185 1564402 1987464 2130460 2242120
1255145,26913 43554 176062 210882 283261 400993 401004 536464 727596 868175 930510 995801 1209279 1346564 1412672 1418497 1443895 1454381 1511321 1618805 1632716 1773904 1775420 1877871 2154262 2227576 2247229,1288481 1348339 2156977
1255417,89853 1028603 1065928 1221719 1283882 1378231 1673269 1923059,42721 251675 272611 934242 1796214 2211870
1255509,40615 54994 67528 83079 235429 320748 376020 561518 598726 693984 707952 1011069 1157085 1178093 1196295 1210575 1249128 1349909 1547220 1648683 1673004 1704246 1721026 1792471 1870077 2118331 2228011,395179 400642
1255781,48377 340329 456533 483528 615761 840510 953030 1512543 2035126 2107899,340329 456533 1602490 1945027 2214099
1257143,196643 468909 686778 1004677 2125760,175240 199630 286559 465446 568928 727016 790325 1097266 1394910 1442895 1514907 1943925 2000526 2139180 2153660 2163511
1257437,116160 2249003,835139 1696327
1258003,92104 792461 867694 1539163 1979260 2111636,649327
1258020,802061 1246525,1450663
1258155,5629 22890 29859 34672 48108 52732 55613 60196 89620 145480 217281 229759 246500 260813 268456 271918 278673 291764 310105 311838 312129 353025 361771 383497 386115 386669 422427 424082 433043 464217 464714 479110 489018 500928 505903 506405 605662 636470 648344 660543 665091 666975 693803 703170 708673 711355 715666 724534 728874 728876 731507 754429 756886 772738 800909 831074 837494 852171 853205 854675 857700 864242 883800 899062 902321 903961 908742 915952 929693 942065 955066 966763 1000617 1002970 1008090 1010973 1011108 1022624 1025613 1067741 1069087 1069375 1095572 1100745 1136498 1140547 1162028 1189034 1193516 1202413 1206367 1219911 1225572 1239724 1275291 1280038 1282551 1316347 1323281 1335812 1349788 1370749 1370867 1375625 1390106 1423208 1428187 1435554 1441238 1455684 1469571 1492341 1512122 1554454 1563681 1569549 1572187 1601502 1605664 1609128 1612101 1660151 1660283 1661279 1697968 1706336 1715231 1747050 1766181 1767518 1779461 1786874 1807979 1816862 1817210 1826176 1826604 1841064 1854705 1876444 1876958 1905391 1935129 1953395 1967166 2019421 2036555 2054299 2055714 2056847 2066092 2069927 2070899 2085957 2087849 2096623 2123564 2132107 2144319 2166467 2166626 2194578 2221927 2226210 2248815,196076 352046 541096 645340 937648 1218339 1302180 1349978 1372690 1452689 1529491 2146054 2166072
1258651,10869 219434 392575 571086 620949 640716 649214 1506508 1577795 1589784 2101115 2201415,841590
1259629,275030 1241850 2020143,341861 659143 885742 895645 1175095 1520475 1770631 1829506 1852154
1260225,163765 280649 555500 566610 566610 640945 644180 1005984 1053284 1386670 1469321 1469321 1562795 1562795 1564291 1622928 1848895 1988198 1988198,566610 1469321 1562795 1752307 1988198
1263017,596 22144 62503 116619 123218 125516 128790 133497 145824 168526 216334 232486 240075 259472 261782 264413 272133 307720 327794 352038 364613 388462 403074 405885 406809 426071 438283 442251 443693 447119 460659 462618 465960 477334 479885 509238 533672 533697 540790 575657 578110 579118 593767 599525 608616 609234 610824 618582 635266 640113 662802 669032 669202 692305 735517 745384 748141 776852 781429 785012 809575 817253 823396 870046 879881 882755 894703 915943 920926 932747 934223 934343 944832 977056 985137 988799 1002151 1046738 1052531 1072678 1074509 1108880 1111988 1113429 1131879 1132541 1133224 1152543 1155914 1169836 1180319 1189785 1207520 1228288 1260747 1311822 1323312 1337967 1350811 1376749 1377449 1395831 1404895 1427343 1434427 1497232 1529831 1538232 1543705 1557445 1564517 1600503 1618642 1621543 1626600 1641442 1659499 1669292 1676818 1734631 1735435 1746373 1748999 1753751 1765646 1778827 1789527 1807978 1815975 1863933 1878736 1907578 1909966 1931870 1932174 1934006 1935469 1941247 1969354 1970551 1974959 1977026 1983255 1985180 2010663 2010729 2014676 2020542 2041143 2044528 2055804 2072470 2078609 2103741 2112825 2137845 2137993 2142057 2173516 2219613 2221855 2231545 2252075,8736 10573 52654 58604 59241 62584 68335 82692 93321 143054 159366 171088 184529 188974 204728 238203 325135 337622 341722 349731 351753 357970 363214 391030 401643 406248 415863 455707 456789 459095 504707 520919 535056 549617 551151 554297 562994 563541 579288 598460 604488 607677 609967 619964 622496 641862 648617 649304 650974 676088 680454 687610 697085 701584 743031 774396 795207 838287 850388 854804 858790 883016 896671 908340 940509 942305 961713 1010313 1014199 1022745 1045574 1063825 1081348 1084979 1089326 1090057 1102660 1120473 1130510 1155724 1170750 1171173 1174587 1201974 1215239 1228594 1242842 1284046 1288196 1308297 1308907 1323876 1356451 1380684 1431451 1450914 1459031 1460260 1472498 1472582 1488730 1490459 1506614 1539864 1553941 1555599 1571557 1595136 1615563 1615675 1632736 1659598 1679407 1682091 1687996 1713808 1738191 1853697 1858245 1868849 1900170 1903037 1906271 1911801 1944964 1950987 1956973 1973274 1974117 2009604 2011894 2024701 2028053 2032275 2034773 2036875 2038013 2059878 2095126 2096674 2107585 2148570 2159660 2182376 2189225 2195766 2222999 2223816 2252387 2252942
1263457,3335 12758 31194 78930 321131 334595 562056 748011 763846 778462 793488 809605 809876 827489 1172517 1192264 1215696 1259877 1336603 1372945 1459069 1571640 2034722 2100580,247352 1333884 1687268
1263504,118883 212569 573978 778187 792845 798714 1022222 1464948 1511463 1621561 1858027 2108935,3990 32705 48787 72247 102110 106376 113708 129150 198512 255286 298297 328420 367788 376788 535458 554765 605840 622729 626382 629423 629673 657439 661714 662836 719429 815639 899234 953316 973919 990069 1007437 1031021 1040829 1094928 1140824 1159970 1166722 1224580 1254894 1290737 1322722 1394576 1399098 1432508 1446500 1457260 1492169 1580349 1625857 1657730 1724855 1780069 1783609 1788321 1791471 1846833 1856167 1879712 1891101 1898405 1910645 1933722 1937134 1941054 1947425 1992671 2005630 2049635 2055812 2066864 2079228 2093925 2112730 2117075 2136851 2139808 2157024 2196255 2212756 2252411 2252671
1263531,5130 7719 154050 218390 301764 323448 336219 484895 586522 680242 821076 862552 907376 1196052 1450975 1715621 1758201 1764760 1800780 1830167 2090200 2113786 2134776,3534 5130 7719 7817 8771 21373 29247 39369 40688 59594 62700 64719 69596 71389 72565 77498 96080 97474 99052 107019 121469 131094 145416 154050 158867 162303 169449 176621 177876 182534 183102 211605 252347 264618 264651 269928 275355 281004 311447 323448 327256 362433 371217 396930 402754 410731 416381 433520 446689 454942 483697 484277 501976 518121 526399 527463 537681 558651 581428 585399 604055 612869 614885 615412 616981 638100 657860 680373 705190 719585 721427 723820 725127 761122 770006 782439 801128 804276 806665 810878 811487 819922 821076 834113 834210 837551 841969 862552 864886 866888 877228 878817 879398 888495 889767 907349 907376 908328 932691 935876 957917 966676 989793 992832 993324 994406 995071 999033 1001313 1001489 1009088 1014359 1028394 1034823 1042757 1049801 1052460 1056455 1058272 1070425 1076552 1088650 1089104 1092942 1100906 1102958 1126852 1135905 1140865 1145368 1157552 1163675 1164707 1196052 1203960 1205439 1210986 1219098 1219643 1231393 1232395 1239616 1256302 1262153 1272359 1308338 1319478 1323850 1324216 1339303 1342924 1351281 1366439 1380018 1393149 1394688 1404538 1412520 1425005 1428100 1429138 1434020 1449170 1450975 1451912 1490597 1491227 1499594 1503005 1511900 1554561 1569266 1569580 1572479 1573721 1580654 1584713 1587134 1610333 1614366 1622014 1624791 1625172 1640286 1644921 1645928 1652633 1654723 1665090 1668542 1669149 1672408 1677354 1677915 1679964 1701348 1715621 1718919 1721339 1724265 1732147 1736695 1753146 1755312 1758201 1764760 1764816 1765498 1769887 1771680 1776113 1779113 1791735 1800780 1830167 1833519 1849271 1856588 1861661 1878695 1907056 1916631 1916742 1927487 1950682 1967379 1971699 1990448 1994637 1996390 2001559 2008377 2022291 2041645 2042027 2062793 2062889 2063612 2065103 2082526 2090200 2093252 2112713 2114140 2117198 2125665 2131561 2131908 2134776 2138111 2141873 2150998 2172777 2214507 2218089 2222127 2239498 2250157
1263856,431449 1206697 1488424 1962048 2006460,1618674
1264998,115211 323352 499699 940993 1383153,496278 883959 1048695 1119696 1223959 1312357 1334860 1347860 1818077 1836621 1942050 1992171 2008870 2115772 2151766 2160628 2243916
1265278,743852,742032 960149
1265283,24555 32914 60529 252192 273085 344692 437958 543360 546682 619358 755604 770031 801220 879680 1098524 1124959 1189736 1212961 1269817 1372858 1571370 1731781 1761775 1788826 2098131 2112596 2119096 2171097 2196414 2254406,129872 307695
1265827,220078 514959 663552,854155
1266444,9679 37082 44102 49556 63125 82222 99655 169298 192557 380489 781494 783535 941078 944643 1023545 1062686 1082257 1122864 1196554 1236977 1249479 1378556 1382444 1385828 1527170 1637025 1719080 1759033 1772486 1776526 1798937 1852192 1872806 1920951 2026032 2092403 2129549 2173576 2196056 2201250 2205924 2207840 2250698,48982 51595 104806 184100 186340 210810 255055 282282 290310 318873 333945 336611 368531 397190 424620 463760 565428 586269 592212 623996 687292 762489 803197 880200 920715 947240 973777 976570 1003073 1004077 1069843 1083414 1099048 1109955 1154677 1169590 1265654 1276743 1278465 1280619 1325879 1335656 1391580 1401854 1438116 1451089 1507307 1522953 1554737 1597140 1600024 1617097 1629666 1629861 1663896 1705382 1735773 1773557 1802392 1877325 1877540 1896182 1957097 2021226 2050903 2057142 2062367 2086037 2144397 2153876 2175829
1266467,322615 770972 1021310 1187547 1388706 2068579 2257801,1036293 1773023
1266989,73989 238691 320419 432421 520633 532090 796857 878859 884523 1065168 1139323 1158197 1280676 1414578 1510672 1734134 1785226 2009885 2156414 2193791,892677 1192354 1448564 1563265 1648437
1267116,7402 14243 19213 24359 25418 28588 29580 35323 37595 48092 51952 56765 57343 62967 69951 70655 71283 71707 80986 81658 100513 111423 112770 115402 127950 134809 141761 146396 148528 151459 153105 154103 165196 174452 189859 196547 197673 197820 214857 216493 218411 232518 234721 262067 265468 283585 285341 285877 289831 295361 299126 304726 307555 307679 317395 322735 326501 333194 334900 345239 349630 351827 354906 366188 377346 378004 380081 385160 390968 395155 396361 397940 399085 402001 409023 410427 410839 412010 420567 425430 426701 427425 428973 429165 432174 433133 435952 440842 446543 448574 448635 451993 454310 463606 464754 478513 484231 498909 512873 518759 519464 519546 528214 533402 534910 535062 538541 553713 554472 556434 571159 572845 575703 577704 579542 587616 589311 593692 595656 598245 601197 604973 610638 615782 617929 619667 621443 625134 629886 631697 635902 637091 640896 646634 648978 655341 661494 663585 663671 665008 671875 677794 685813 686334 687039 690692 694906 698346 706977 711987 715369 719178 719763 721720 725065 736609 742433 745881 749067 751604 751670 753416 763738 766261 771893 775801 779434 788344 793509 795041 809262 812279 814474 816987 817087 819925 822471 837645 857369 858789 867326 878830 880230 881133 882141 887684 893433 894665 899461 912507 915648 917304 920613 921981 926416 930862 931877 936149 937095 945060 946717 949646 952606 953585 954688 967108 969424 969792 972781 973231 978321 980136 983348 989199 991602 995663 996878 997922 1008579 1008893 1017024 1017978 1021632 1024357 1028008 1043769 1061752 1071172 1079415 1083636 1084501 1084555 1089528 1097380 1100369 1103564 1111205 1113815 1122874 1130172 1131769 1147801 1170503 1174144 1182608 1184743 1190632 1204413 1208219 1216458 1220609 1225946 1230329 1230409 1233382 1241106 1243195 1244013 1248613 1248895 1254695 1266935 1267753 1269896 1270085 1282844 1285974 1289440 1292095 1301798 1306556 1328718 1336885 1344517 1350406 1358684 1362088 1365266 1376215 1385378 1389833 1391836 1398598 1402805 1403776 1406448 1407239 1407588 1410700 1417105 1422834 1423005 1430427 1431827 1443036 1455921 1463101 1469247 1471569 1474498 1486403 1495433 1499847 1500770 1506886 1516994 1533296 1535517 1546743 1556932 1561302 1564183 1564210 1565561 1570973 1579645 1586407 1588158 1595616 1597072 1600021 1602599 1606499 1608617 1621718 1622838 1626638 1628312 1630471 1631364 1631910 1635537 1643777 1646459 1646490 1653301 1665038 1666567 1668834 1669432 1673573 1677892 1687419 1690676 1691948 1692882 1693580 1698800 1718854 1728991 1730002 1737935 1745156 1750638 1763500 1764011 1766607 1773067 1783225 1788464 1796785 1801957 1803212 1807182 1811423 1831926 1832745 1836702 1837218 1844577 1845500 1864144 1874275 1876458 1909327 1915392 1916628 1920505 1922515 1933573 1937388 1945410 1948557 1952163 1953017 1953127 1954811 1957985 1958514 1972428 1973960 1982059 1983113 1983512 1984748 1987972 1988317 1991876 1995836 1998549 2001665 2004458 2009014 2013449 2015962 2016228 2016247 2023562 2028037 2031059 2033172 2035616 2040814 2045974 2054018 2057444 2058236 2062281 2063828 2064145 2065391 2071140 2080037 2080275 2080643 2083385 2084612 2085147 2086360 2091548 2097611 2100648 2118283 2123851 2125922 2130935 2138570 2143145 2152541 2157604 2169758 2173674 2177210 2184607 2184852 2187075 2187771 2200004 2201797 2203407 2212759 2220846 2221218 2222864 2235358 2237367 2241460 2243941 2252391 2253188 2255461 2256329,6246 39438 46672 55090 112836 135753 155278 170420 173115 173540 181223 232761 257822 271153 278112 282361 313126 315319 385277 401917 428857 433357 462181 473326 484295 485545 492752 508065 535005 537745 574315 578357 609936 616364 628436 631480 643121 689011 708538 719163 826892 842110 850133 852147 874465 883024 946280 958096 966043 970617 985634 985858 1073298 1093000 1098006 1119918 1137401 1146941 1177132 1182294 1207207 1218777 1269304 1290573 1290604 1292925 1339312 1367808 1368007 1383603 1392015 1392731 1437822 1445604 1451097 1460686 1469212 1483427 1494347 1504643 1542065 1552069 1587820 1594371 1633515 1695682 1718080 1718541 1730061 1796139 1805506 1860557 1901884 1913587 1943449 1952765 1968086 1976996 1996437 2009815 2039051 2082624 2088558 2099716 2100398 2155710 2157683 2197830 2204299 2210148 2256063
1267489,116312 148602 221222 272772 375378 455178 479823 535993 590150 770252 925663 976453 993896 1344147 1399404 1416733 1441514 1489432 1575741 1597561 1625048 1699866 1786790 1810435 1813312 1892371 1964289 2083668,64603 67735 70050 74014 223358 231024 259838 271287 298912 331950 338338 350529 365353 372706 372934 381028 400815 403327 420030 430815 525614 570519 604796 672729 684806 725680 782543 785347 789028 808802 812121 813117 835951 835966 842533 863696 875953 901276 1001071 1009280 1030388 1097145 1110087 1114377 1150062 1167815 1182403 1183727 1219789 1220641 1227908 1232043 1232077 1293270 1306359 1369061 1381140 1381285 1389619 1397191 1407797 1452272 1465916 1543786 1551588 1553453 1556199 1576712 1610281 1617394 1624022 1636177 1686643 1701179 1718564 1727791 1736003 1736859 1743611 1751209 1842601 1851437 1858635 1872322 1881637 1967283 2051493 2053802 2053986 2068162 2126031 2164507 2222943
1267637,235742 2236306,449029
1269228,1797077,2142274
1270196,72749 92376 265824 381265 403273 418282 471461 537307 635766 713465 763334 939244 973252 992285 1018311 1229053 1238352 1421095 1470654 1484942 1490517 1627165 1725003 1746137 1807957 1874817 1904041 1975218 2022881 2203624 2232813,954491
1273338,282221 455261 551285 613462 616470 619073 690916 815766 876467 930225 952257 952907 1028789 1029793 1043351 1056526 1179168 1337527 1386752 1419798 1455728 1473367 1577019 1624218 1657127 1795638 2142086 2146106 2151653 2203780 2254709,282221 1043351 1696762 2254709
1273343,36912 60724 128973 392121 882270 1454528 1601669 1796297 2218927,83898
1274154,467588 1273153,2212227
1274381,1014335 1137996 1388662,484134 693614 1459011 1861208
1275328,28592 186360 241497 395758 465425 477847 592261 682705 682705 689578 786554 858697 919468 930852 937558 956683 969752 1044189 1058608 1207581 1227119 1333829 1339611 1359432 1391070 1424693 1427623 1473811 1653036 1707237 1721271 1865321 2136621,484503 1333829 1359432 1567514 1570355 1888898
1276041,260498 461443 604187 680886 762882 836373 842247 1711495,260498
1276716,1364101 1366553 2018120 2237867,668546
1278236,20790 42055 57781 62885 74983 89684 144633 248340 264100 304204 309116 356844 371646 374971 380927 391861 399593 424380 463651 505926 571374 579545 629605 676819 728665 746866 774959 796479 797375 797643 810993 844876 915763 920323 932804 973605 982360 996769 1027563 1029566 1056684 1124036 1150329 1176775 1243899 1276128 1281250 1331362 1348149 1354966 1359276 1359979 1379781 1412838 1455293 1487214 1493382 1540360 1564601 1572766 1622146 1661204 1688711 1714091 1718601 1730232 1732223 1735813 1747178 1804580 1816964 1824950 1851695 1894774 1936444 1956575 1965995 2032730 2053023 2064866 2087682 2091612 2258447,535628
1278754,263947 418445 739102 760079 895381 946149 971630 1048386 1199570 1318203 1447196 1464547 1767963 1861166 2249576,62022 195433 306139 335658 543250 697915 774830 882672 888112 915903 979817 1041823 1135640 1186094 1272270 1323470 1332586 1474259 1503052 1591064 1599096 1702974 1734739 1768058 1779626 1867053 1875298 1922237 1989516 2121235
1279639,580243 845902 993311 1035630 1202898 2233018,111750
1280142,15323 33010 73968 98702 131648 185804 234556 339880 397941 435855 445617 450592 506524 517283 575553 642662 677810 742180 780694 836377 852433 870073 881406 1001505 1010011 1113794 1171942 1189446 1238399 1284704 1295211 1384892 1573389 1580752 1597513 1616600 1619553 1641238 1769380 1785373 1804064 1859526 1885859 1891055 1905849 1906291 1915658 1917199 1936811 1958094 1962127 1985237 2038360 2040276 2110875,175920 375108 378282 552642 677251 835740 994999 1210372 1594913 1835185 2087750
1280367,39388 74344 1824596,142436 1079120
