Id,ShortName,FullName,HomePage
11074,"LANG VAR CHANG","Language Variation and Change","http://journals.cambridge.org/action/displayJournal?jid=LVC"
11075,"","Language","http://muse.jhu.edu/journals/language/"
11076,"LAT AMER PERSPECT","Latin American Perspectives","http://lap.sagepub.com/"
11077,"LAT AMER RES REV","Latin American Research Review","http://muse.jhu.edu/journals/lar/"
11079,"LAW PHIL","Law and Philosophy","http://www.springerlink.com/content/102952/"
11080,"LAW POLICY","Law & Policy","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9930"
11081,"LAW SOC REV","Law & Society Review","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5893"
11082,"LAW SOCIAL INQUIRY","Law and Social Inquiry-journal of The American Bar Foundation","http://www.americanbarfoundation.org/publications/lawsocialinquiry.html"
11084,"LEARN INSTR","Learning and Instruction","http://www.sciencedirect.com/science/journal/09594752"
11086,"LEGIS STUD QUART","Legislative Studies Quarterly","http://www.jstor.org/journals/03629805.html"
11087,"LEIDEN J INT LAW","Leiden Journal of International Law","http://journals.cambridge.org/action/displayJournal?jid=LJL"
11088,"LEIS STUD","Leisure Studies","http://www.tandfonline.com/loi/rlst20"
11089,"LEISURE SCI","Leisure Sciences","http://www.tandfonline.com/loi/ulsc20"
11092,"LIBR COLLECT ACQUIS TECH SERV","Library Collections Acquisitions & Technical Services","http://www.sciencedirect.com/science/journal/14649055"
11095,"LIBR HI TECH","Library Hi Tech","http://emeraldinsight.com/journals.htm?issn=0737-8831"
11096,"LIBR INFORM SCI","Library and Information Science","http://lis.mslis.jp/"
11097,"LIBR INFORM SCI RES","Library & Information Science Research","http://www.sciencedirect.com/science/journal/07408188"
11099,"LIBR QUART","Library Quarterly","http://www.jstor.org/action/showPublication?journalCode=libraryq"
11101,"","Libri","http://www.reference-global.com/loi/libr"
11102,"LING PHIL","Linguistics and Philosophy","http://www.springerlink.com/content/102955/"
11103,"LINGUIST INQ","Linguistic Inquiry","http://www.mitpressjournals.org/loi/ling"
11105,"LINGUIST REV","Linguistic Review","http://www.reference-global.com/loi/tlir"
11108,"LOCAL GOVT STUD","Local Government Studies","http://www.tandfonline.com/loi/flgs20"
11109,"LOISIR SOC-SOC LEISURE","Loisir & Societe-society and Leisure","http://www.erudit.org/revue/ls/2001/v24/n2/index.html"
11114,"MAN THER","Manual Therapy","http://www.sciencedirect.com/science/journal/1356689X"
11115,"URRJ","Mana-estudos De Antropologia Social","http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-9313&lng=en&nrm=iso"
11117,"MAR POLICY","Marine Policy","http://www.sciencedirect.com/science/journal/0308597X"
11118,"MARRIAGE FAM REV","Marriage and Family Review","http://www.tandf.co.uk/journals/WMFR"
11119,"MASS COMMUN SOC","Mass Communication and Society","http://www.tandf.co.uk/journals/HMCS"
11120,"MCN-AM J MATERN-CHILD NURS","Mcn-the American Journal of Maternal-child Nursing","http://journals.lww.com/mcnjournal/pages/default.aspx"
11121,"MED ANTHROPOL","Medical Anthropology","http://www.tandfonline.com/loi/gmea20"
11122,"MED ANTHROPOL Q","Medical Anthropology Quarterly","http://www.anthrosource.net/Issues.aspx?issn=0745-5194"
11123,"MED CARE","Medical Care","http://journals.lww.com/lww-medicalcare/pages/issuelist.aspx"
11124,"MED CARE RES REV","Medical Care Research and Review","http://mcr.sagepub.com/"
11125,"MED HEALTH CARE PHILOS","Medicine Health Care and Philosophy","http://www.springer.com/medicine/journal/11019"
11126,"MED SCI LAW","Medicine Science and The Law","http://msl.rsmjournals.com/"
11127,"MEDIA CULT SOC","Media Culture & Society","http://mcs.sagepub.com/"
11134,"MEN MASC","Men and Masculinities","http://jmm.sagepub.com/"
11135,"MENT RETARD","Mental Retardation",""
11137,"MIDDLE EAST J","Middle East Journal","http://www.mei.edu/Publications/TheMiddleEastJournal.aspx"
11138,"","Middle East Policy","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4967;jsessionid=5049EEBF0A7CCE9FE49097CDD2B01BF3.d02t04"
11139,"MIDDLE EAST STUD","Middle Eastern Studies","http://www.tandfonline.com/loi/fmes20"
11140,"","Midwifery","http://www.sciencedirect.com/science/journal/02666138"
11143,"MILBANK QUART","Milbank Quarterly","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0009"
11144,"MILLENNIUM-J INT STUD","Millennium-journal of International Studies","http://www2.lse.ac.uk/internationalRelations/Journals/millenn/Home.aspx"
11145,"","Minerva","http://www.springerlink.com/content/102961/"
11149,"MOD ASIAN STUD","Modern Asian Studies","http://journals.cambridge.org/action/displayJournal?jid=ASS"
11150,"MOD CHINA","Modern China","http://mcx.sagepub.com/"
11151,"MOD LANG J","Modern Language Journal","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-4781"
11156,"MUSIC EDUC RES","Music Education Research","http://www.tandfonline.com/loi/cmue20"
11157,"MUSIC PERCEPT","Music Perception","http://ucpressjournals.com/journal.asp?j=mp"
11160,"N Z GEOGR","New Zealand Geographer","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-7939a"
11162,"NARRAT INQ","Narrative Inquiry","http://www.benjamins.com/cgi-bin/t_seriesview.cgi?series=NI"
11163,"NAT LANG SEMANT","Natural Language Semantics","http://www.springerlink.com/content/102969/"
11165,"NATIONS NATL","Nations and Nationalism","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8129"
11166,"NATUR LANG LINGUIST THEOR","Natural Language & Linguistic Theory","http://www.springerlink.com/content/102968/"
11167,"NATUR RESOUR FORUM","Natural Resources Forum","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-8947"
11168,"NATUR RESOUR J","Natural Resources Journal","http://lawschool.unm.edu/nrj/"
11172,"","Neurorehabilitation",""
11175,"NEW MEDIA SOC","New Media & Society","http://nms.sagepub.com/"
11178,"NEXUS NETW J","Nexus Network Journal","http://www.springerlink.com/content/120047/"
11179,"NONPROFIT VOLUNT SECT Q","Nonprofit and Voluntary Sector Quarterly","http://nvs.sagepub.com/"
11180,"NORD J LINGUIST","Nordic Journal of Linguistics","http://journals.cambridge.org/action/displayJournal?jid=NJL"
11182,"NORSK GEOGR TIDSSKR-NOR J GEO","Norsk Geografisk Tidsskrift-norwegian Journal of Geography","http://www.tandf.co.uk/journals/sgeo"
11190,"NURS ETHICS","Nursing Ethics","http://nej.sagepub.com/"
11192,"NURS HEALTH SCI","Nursing & Health Sciences","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-2018"
11194,"NURS INQ","Nursing Inquiry","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1800"
11195,"NURS OUTLOOK","Nursing Outlook","http://www.sciencedirect.com/science/journal/00296554"
11196,"NURS PHILOS","Nursing Philosophy","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1466-769X"
11198,"NURS RES","Nursing Research","http://journals.lww.com/nursingresearchonline/pages/issuelist.aspx"
11199,"NURS SCI QUARTERLY","Nursing Science Quarterly","http://nsq.sagepub.com/"
11200,"NURSE EDUC TODAY","Nurse Education Today","http://www.sciencedirect.com/science/journal/02606917"
11202,"OCEAN DEV INT LAW","Ocean Development and International Law","http://www.tandf.co.uk/journals/titles/00908320.asp"
11208,"ORGAN ENVIRON","Organization & Environment","http://oae.sagepub.com/"
11209,"ORTHOP NURS","Orthopaedic Nursing","http://journals.lww.com/orthopaedicnursing/pages/default.aspx"
11211,"OXFORD REV EDUC","Oxford Review of Education","http://www.tandfonline.com/loi/core20"
11212,"P ASIST ANNU MEET","Proceedings of The Asist Annual Meeting","http://www.scimagojr.com/journalsearch.php?q=31428&tip=sid"
11214,"PAC FOCUS","Pacific Focus","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1976-5118"
11215,"PAC REV","Pacific Review","http://www.tandfonline.com/loi/rpre20"
11216,"PAEDAGOG HIST","Paedagogica Historica","http://www.tandfonline.com/loi/cpdh20"
11217,"PAIN MANAG NURS","Pain Management Nursing","http://www.sciencedirect.com/science/journal/15249042"
11218,"PAP REG SCI","Papers in Regional Science","http://www.springerlink.com/content/102803/"
11220,"PARENT-SCI PRACT","Parenting-science and Practice","http://www.parentingscienceandpractice.com/"
11221,"PARLIAMENT AFF","Parliamentary Affairs","http://pa.oxfordjournals.org/"
11222,"","Party Politics","http://ppq.sagepub.com/"
11223,"PATIENT EDUC COUNS","Patient Education and Counseling","http://www.sciencedirect.com/science/journal/07383991"
11224,"PATTERNS PREJUDICE","Patterns of Prejudice","http://www.tandfonline.com/loi/rpop20"
11225,"PEDAGOG STUD","Pedagogische Studien","http://www.open.ou.nl/vor/3_Pedagogische_Studi%C3%ABn/index.htm"
11229,"PERSPECT POLIT","Perspectives on Politics","http://journals.cambridge.org/action/displayJournal?jid=PPS"
11230,"PERSPECT PUBLIC HEALTH","Perspectives in Public Health","http://rsh.sagepub.com/"
11231,"PERSPECT SEX REPROD HEALTH","Perspectives on Sexual and Reproductive Health","http://www.guttmacher.org/archive/PSRH.jsp"
11232,"","Pflege","http://www.verlag-hanshuber.com/zeitschriften/journal.php?abbrev=PFL"
11234,"PHIL PUBL AFF","Philosophy & Public Affairs","http://muse.jhu.edu/journals/pap/"
11236,"","Phonetica","http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224275&ContentOnly=false"
11237,"","Phonology","http://journals.cambridge.org/action/displayJournal?jid=PHO"
11238,"PHYSIK MED REHABIL KURORTMEDI","Physikalische Medizin Rehabilitationsmedizin Kurortmedizin","http://www.thieme.de/physmed/"
11240,"","Poetics","http://www.sciencedirect.com/science/journal/0304422X"
11242,"POLIC SOC","Policing & Society","http://www.tandfonline.com/loi/gpas20"
11243,"POLICY POLIT","Policy and Politics","http://www.wiley.com/bw/journal.asp?ref=1555-5623"
11245,"POLICY SCI","Policy Sciences","http://www.springerlink.com/content/102982/"
11246,"POLICY STUD J","Policy Studies Journal","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-0072;jsessionid=B13E9140ADA32ABFF12EF83334619061.d01t03"
11247,"POLIT ANAL","Political Analysis","http://pan.oxfordjournals.org/content/by/year"
11248,"POLIT BEHAV","Political Behavior","http://www.springerlink.com/content/104963/"
11249,"POLIT COMMUN","Political Communication","http://www.tandfonline.com/loi/upcp20"
11250,"POLIT GEOGR","Political Geography","http://www.sciencedirect.com/science/journal/09626298"
11252,"POLIT LIFE SCI","Politics and The Life Sciences","http://www.politicsandthelifesciences.org/"
11253,"POLIT QUART","Political Quarterly","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-923X"
11254,"POLIT RES QUART","Political Research Quarterly","http://prq.sagepub.com/"
11255,"POLIT SCI","Political Science",""
11257,"POLIT SOC","Politics & Society","http://pas.sagepub.com/"
11258,"POLIT STUD-LONDON","Political Studies","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9248"
11259,"POLIT THEORY","Political Theory","http://ptx.sagepub.com/"
11260,"POLIT VIERTELJAHRESSCHR","Politische Vierteljahresschrift","http://www.vsjournals.de/index.php;do=viewmag/site=pvs/lng=de/area=pol/id=2/alloc=163//sid=e6881be47130f7a9e7c6b6d2fb76c703"
11261,"","Politikon","http://www.tandfonline.com/loi/cpsa20"
11262,"","Politix","http://journalseek.net/cgi-bin/journalseek/journalsearch.cgi?field=issn&query=0295-2319"
11265,"POP DEVELOP REV","Population and Development Review","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1728-4457"
11266,"POP ENVIRON","Population and Environment","http://www.springerlink.com/content/105738/"
11267,"POP RES POLICY REV","Population Research and Policy Review","http://www.springerlink.com/content/102983/"
11268,"POP STUD-J DEMOGR","Population Studies-a Journal of Demography","http://www.tandf.co.uk/journals/rpst"
11269,"POPUL SPACE PLACE","Population Space and Place","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1544-8452"
11273,"POST-SOV AFF","Post-soviet Affairs","http://bellwether.metapress.com/content/120755/"
11278,"PRISON J","Prison Journal","http://tpj.sagepub.com/"
11279,"PROBL POST-COMMUNISM","Problems of Post-communism","http://www.mesharpe.com/mall/results1.asp?ACR=ppc"
11280,"","Probus","http://www.reference-global.com/loi/prbs"
11281,"PROF GEOGR","Professional Geographer","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9272"
11282,"PROF INF","Profesional De La Informacion","http://www.elprofesionaldelainformacion.com/"
11283,"PROG HUM GEOGR","Progress in Human Geography","http://phg.sagepub.com/"
11284,"PROG PLANN","Progress in Planning","http://www.sciencedirect.com/science/journal/03059006"
11285,"PROGRAM-ELECTRON LIBR INFORM","Program-electronic Library and Information Systems","http://www.emeraldinsight.com/products/journals/journals.htm?id=prog"
11286,"PS-POLIT SCI POLIT","Ps-political Science & Politics","http://www.apsanet.org/ps/"
11288,"PUBL RES Q","Publishing Research Quarterly","http://www.springerlink.com/content/107893/"
11289,"PUBLIC ADMIN","Public Administration","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9299"
11290,"PUBLIC ADMIN DEVELOP","Public Administration and Development","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-162X"
11291,"PUBLIC ADMIN REV","Public Administration Review","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6210"
11292,"","Public Choice","http://www.springerlink.com/content/100332/"
11293,"","Public Culture","http://publicculture.dukejournals.org/"
11294,"","Public Health","http://jpubhealth.oxfordjournals.org/"
11295,"PUBLIC HEALTH NURS","Public Health Nursing","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1446"
11296,"PUBLIC HEALTH NUTR","Public Health Nutrition","http://journals.cambridge.org/action/displayJournal?jid=PHN"
11297,"PUBLIC HEALTH REP","Public Health Reports","http://www.publichealthreports.org/"
11299,"PUBLIC MONEY MANAGE","Public Money & Management","http://www.tandfonline.com/loi/rpmm20"
11300,"PUBLIC OPIN QUART","Public Opinion Quarterly","http://poq.oxfordjournals.org/"
11301,"PUBLIC RELAT REV","Public Relations Review","http://www.sciencedirect.com/science/journal/03638111"
11302,"PUBLIC UNDERST SCI","Public Understanding of Science","http://pus.sagepub.com/"
11304,"PUNISHM SOC","Punishment & Society-international Journal of Penology","http://www.erraticimpact.com/philosophy/books/journals/journal_details.cfm?jID=503"
11305,"Q J POLIT SCI","Quarterly Journal of Political Science","http://www.qjps.com/"
11306,"QUAL HEALTH RES","Qualitative Health Research","http://qhr.sagepub.com/"
11307,"QUAL INQ","Qualitative Inquiry","http://qix.sagepub.com/"
11308,"QUAL QUANT","Quality & Quantity","http://www.springerlink.com/content/102985/"
11309,"QUAL RES","Qualitative Research","http://qrj.sagepub.com/"
11310,"QUAL SOCIOL","Qualitative Sociology","http://www.springerlink.com/content/105337/"
11311,"QUART J SPEECH","Quarterly Journal of Speech","http://www.tandfonline.com/loi/rqjs20"
11313,"RACE CLASS","Race & Class","http://rac.sagepub.com/"
11314,"RACE ETHN EDUC","Race Ethnicity and Education","http://www.tandfonline.com/loi/cree20"
11315,"RATION SOC","Rationality and Society","http://rss.sagepub.com/"
11316,"READ RES INSTRUCT","Reading Research and Instruction",""
11317,"READ RES QUART","Reading Research Quarterly","http://www.reading.org/General/Publications/Journals/RRQ.aspx"
11318,"READ TEACH","Reading Teacher","http://www.reading.org/general/publications/journals/rt.aspx"
11319,"READ WRIT","Reading and Writing","http://www.springerlink.com/content/100333/"
11320,"","Recall","http://journals.cambridge.org/action/displayJournal?jid=REC"
11321,"","Rechtsmedizin","http://www.springerlink.com/content/101178/"
11322,"REF USER SERV Q","Reference & User Services Quarterly","http://www.rusq.org/"
11323,"REG SCI URBAN ECON","Regional Science and Urban Economics","http://www.sciencedirect.com/science/journal/01660462"
11324,"REG STUD","Regional Studies","http://www.tandfonline.com/loi/cres20"
11325,"REGUL GOV","Regulation & Governance","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5991"
11326,"REHABIL COUNS BULL","Rehabilitation Counseling Bulletin","http://rcb.sagepub.com/"
11328,"REHABIL PSYCHOL","Rehabilitation Psychology","http://psycnet.apa.org/index.cfm?fa=browsePA.volumes&jcode=rep"
11329,"","Rehabilitation",""
11330,"REM SPEC EDUC","Remedial and Special Education","http://rse.sagepub.com/"
11331,"RES AGING","Research on Aging","http://roa.sagepub.com/"
11332,"RES DEVELOP DISABIL","Research in Developmental Disabilities","http://www.sciencedirect.com/science/journal/08914222"
11333,"RES EVALUAT","Research Evaluation","http://www.scipol.co.uk/rehome.html"
11334,"RES HIGH EDUC","Research in Higher Education","http://www.springerlink.com/content/101599/"
11335,"RES LANG SOC INTERACT","Research on Language and Social Interaction","http://www.tandfonline.com/loi/hrls20"
11336,"RES NURS HEALTH","Research in Nursing & Health","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-240X"
11337,"RES ORGAN BEH","Research in Organizational Behavior","http://www.sciencedirect.com/science/journal/01913085"
11338,"RES SCI EDUC","Research in Science Education","http://www.springerlink.com/content/108230/"
11339,"RES SOC ADM PHARM","Research in Social & Administrative Pharmacy","http://www.sciencedirect.com/science/journal/15517411"
11340,"RES SOCIAL WORK PRAC","Research on Social Work Practice","http://rsw.sagepub.com/"
11342,"RESOUR POLICY","Resources Policy","http://www.sciencedirect.com/science/journal/03014207"
11343,"RESTAURATOR","Restaurator-international Journal for The Preservation of Library and Archival Material","http://www.deepdyve.com/browse/journals/restaurator-international-journal-for-the-preservation-of-library-and-archival-material"
11344,"REV BRAS POLIT INT","Revista Brasileira De Politica Internacional","http://www.scielo.br/scielo.php?script=sci_serial&pid=0034-7329&lng=pt"
11352,"REV EDUC RES","Review of Educational Research","http://rer.sagepub.com/"
11353,"REV ESC ENFERM USP","Revista Da Escola De Enfermagem Da Usp","http://www.ee.usp.br/reeusp/"
11355,"REV ESP DOC CIENT","Revista Espanola De Documentacion Cientifica","http://redc.revistas.csic.es/index.php/redc"
11359,"REV ESP SALUD PUBLICA","Revista Espanola De Salud Publica","http://www.scielosp.org/scielo.php?pid=1135-5727&script=sci_serial"
11364,"REV GEOGR ALP","Revue De Geographie Alpine-journal of Alpine Research","http://rga.revues.org/"
11366,"REV HIGHER EDUC","Review of Higher Education","http://muse.jhu.edu/journals/rhe/"
11367,"REV INT SOCIOL","Revista Internacional De Sociologia","http://revintsociologia.revistas.csic.es/index.php/revintsociologia"
11368,"REV INT STUD","Review of International Studies","http://journals.cambridge.org/action/displayJournal?jid=RIS"
11370,"REV LATINO-AM ENFERMAGEM","Revista Latino-americana De Enfermagem","http://www.scielo.br/scielo.php?script=sci_issues&pid=0104-1169&lng=en&nrm=iso"
11373,"REV PANAM SALUD PUBLICA","Revista Panamericana De Salud Publica-pan American Journal of Public Health","http://www.scielosp.org/scielo.php?pid=1020-4989&script=sci_serial"
11374,"REV PUBLIC PERS ADM","Review of Public Personnel Administration","http://rop.sagepub.com/"
11376,"REV RES EDUC","Review of Research in Education","http://rre.sagepub.com/"
11379,"REV SAUDE PUBL","Revista De Saude Publica","http://www.scielo.br/scielo.php?script=sci_serial&pid=0034-8910"
11380,"REV SIGNOS","Revista Signos","http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-0934&lng=es&nrm=iso"
11381,"REV SOC POLIT","Revija Za Socijalnu Politiku","http://www.rsp.hr/ojs2/index.php/rsp"
11382,"RHETOR SOC Q","Rhetoric Society Quarterly","http://www.tandfonline.com/loi/rrsq20"
11384,"RISK ANAL","Risk Analysis","http://www.springerlink.com/content/112113/"
11388,"RURAL HIST","Rural History-economy Society Culture","http://www.scimagojr.com/journalsearch.php?q=23953&tip=sid"
11389,"RURAL SOCIOL","Rural Sociology","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1549-0831"
11391,"RUSS POLIT LAW","Russian Politics and Law","http://www.mesharpe.com/mall/results1.asp?ACR=rup"
11392,"RUSS STUD PHILOS","Russian Studies in Philosophy","http://www.mesharpe.com/mall/results1.asp?ACR=rsp"
11394,"S AFR GEOGR J","South African Geographical Journal","http://journals.sabinet.co.za/ej/ejour_sageo.html"
11398,"S EUR SOC POLIT","South European Society and Politics","http://www.tandf.co.uk/journals/fses"
11399,"SAHARA J-J SOC ASP HIV-AIDS","Sahara J-journal of Social Aspects of Hiv-aids","http://www.sahara.org.za/journal/journal-of-social-aspects-of-hiv-aids-a-sahara-j"
11401,"SALUD PUBLICA MEXICO","Salud Publica De Mexico","http://www.scielosp.org/scielo.php?script=sci_issues&pid=0036-3634&lng=en&nrm=iso"
11402,"","Sante Publique","http://www.sfsp.info/sfsp/publications/revue/sommaires.php"
11404,"SCAND J CARING SCIENCES","Scandinavian Journal of Caring Sciences","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-6712"
11405,"SCAND J EDUC RES","Scandinavian Journal of Educational Research","http://www.tandfonline.com/loi/csje20"
11406,"SCAND POLITICAL STUDIES","Scandinavian Political Studies","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9477"
11407,"SCH EFFECTIVENESS SCH IMPROV","School Effectiveness and School Improvement","http://www.tandfonline.com/loi/nses20"
11408,"SCI COMMUN","Science Communication","http://scx.sagepub.com/"
11409,"SCI CONTEXT","Science in Context","http://journals.cambridge.org/action/displayJournal?jid=SIC"
11410,"SCI EDUC","Science Education","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-237X"
11411,"SCI EDUCATION","Science & Education","http://www.springerlink.com/content/102992/"
11412,"SCI PUBLIC POLICY","Science & Public Policy","http://www.scipol.co.uk/spphome.html"
11413,"SCI SOC","Science & Society","http://guilfordjournals.com/loi/siso"
11415,"SCI STUD READ","Scientific Studies of Reading","http://www.tandfonline.com/loi/hssr20"
11416,"SCI TECH LIBR","Science & Technology Libraries","http://www.tandfonline.com/loi/wstl20"
11417,"SCI TECHNOL HUM VAL","Science Technology & Human Values","http://sth.sagepub.com/"
11418,"SCOTT GEOGR J","Scottish Geographical Journal","http://www.tandfonline.com/loi/rsgj20"
11423,"SECOND LANG RES","Second Language Research","http://slr.sagepub.com/"
11424,"SECUR DIALOGUE","Security Dialogue","http://sdi.sagepub.com/"
11426,"SECUR STUD","Security Studies","http://www.tandfonline.com/loi/fsst20"
11428,"SER REV","Serials Review","http://www.sciencedirect.com/science/journal/00987913"
11429,"SERIALS LIBR","Serials Librarian","http://www.tandfonline.com/loi/wser20"
11430,"SEX DISABILITY","Sexuality and Disability","http://www.springerlink.com/content/104972/"
11431,"SEX HEALTH","Sexual Health","http://www.publish.csiro.au/?nid=164"
11432,"","Sexualities","http://sexualities.sagepub.com/"
11433,"","Signs","http://www.jstor.org/action/showPublication?journalCode=signs"
11434,"SING J TROP GEOGR","Singapore Journal of Tropical Geography","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9493"
11437,"SMITH COLL STUD SOC WORK","Smith College Studies in Social Work","http://www.tandfonline.com/loi/wscs20"
11439,"SOC COMPASS","Social Compass","http://scp.sagepub.com/"
11441,"SOC CULT GEOGR","Social & Cultural Geography","http://www.tandfonline.com/loi/rscg20"
11442,"SOC DYNAMICS","Social Dynamics-a Journal of The Centre for African Studies University of Cape Town","http://web.uct.ac.za/depts/cas/default.php?pageName=social.php"
11443,"SOC FORCES","Social Forces","http://muse.jhu.edu/journals/sof/"
11444,"SOC HIST MED","Social History of Medicine","http://shm.oxfordjournals.org/"
11445,"SOC INDIC RES","Social Indicators Research","http://www.springerlink.com/content/102994/"
11446,"SOC JUSTICE RES","Social Justice Research","http://www.springerlink.com/content/104973/"
11447,"SOC LEGAL STUD","Social & Legal Studies","http://sls.sagepub.com/"
11448,"SOC NATUR RESOUR","Society & Natural Resources","http://www.tandfonline.com/loi/usnr20"
11449,"SOC NETWORKS","Social Networks","http://www.sciencedirect.com/science/journal/03788733"
11450,"SOC PHIL POLICY","Social Philosophy & Policy","http://journals.cambridge.org/action/displayJournal?jid=SOY"
11451,"SOC POLICY ADM","Social Policy & Administration","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9515"
11453,"SOC POLIT","Social Politics","http://sp.oxfordjournals.org/content/by/year"
11454,"SOC PROBL","Social Problems","http://www.jstor.org/action/showPublication?journalCode=socialproblems"
11456,"SOC SCI COMPUT REV","Social Science Computer Review","http://ssc.sagepub.com/"
11457,"SOC SCI INFORM","Social Science Information Sur Les Sciences Sociales","http://ssi.sagepub.com/"
11458,"SOC SCI J","Social Science Journal","http://www.sciencedirect.com/science/journal/03623319"
11459,"SOC SCI JPN J","Social Science Japan Journal","http://ssjj.oxfordjournals.org/"
11460,"SOC SCI MED","Social Science & Medicine","http://www.sciencedirect.com/science/journal/02779536"
11461,"SOC SCI QUART","Social Science Quarterly","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6237"
11462,"SOC SCI RES","Social Science Research","http://www.sciencedirect.com/science/journal/0049089X"
11464,"SOC SERV REV","Social Service Review","http://www.jstor.org/action/showPublication?journalCode=sociservrevi"
11465,"SOC STUD SCI","Social Studies of Science","http://sss.sagepub.com/"
11467,"SOC WORK HEALTH CARE","Social Work in Health Care","http://www.tandfonline.com/loi/wshc20"
11470,"","Societes","http://www.societe.com/"
11471,"","Society","http://www.springerlink.com/content/103513/"
11472,"SOCIO-ECON REV","Socio-economic Review","http://ser.oxfordjournals.org/"
11474,"SOCIOL EDUC","Sociology of Education","http://soe.sagepub.com/"
11476,"SOCIOL FORUM","Sociological Forum","http://www.springerlink.com/content/104974/"
11477,"SOCIOL HEALTH ILL","Sociology of Health & Illness","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9566"
11478,"SOCIOL INQ","Sociological Inquiry","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-682X"
11479,"SOCIOL METHOD","Sociological Methodology","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9531"
11480,"SOCIOL METHOD RES","Sociological Methods & Research","http://smr.sagepub.com/"
11481,"SOCIOL PERSPECT","Sociological Perspectives","http://www.jstor.org/action/showPublication?journalCode=socipers"
11483,"SOCIOL QUART","Sociological Quarterly","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1533-8525"
11484,"SOCIOL RELIG","Sociology of Religion","http://socrel.oxfordjournals.org/"
11485,"SOCIOL RES ONLINE","Sociological Research Online","http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal200794"
11486,"SOCIOL REV","Sociological Review","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-954X"
11487,"SOCIOL RURALIS","Sociologia Ruralis","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9523"
11488,"SOCIOL SPECTRUM","Sociological Spectrum","http://www.tandfonline.com/loi/usls20"
11491,"SOCIOL TRAV","Sociologie Du Travail","http://www.sciencedirect.com/science/journal/00380296"
11492,"SOCIOLOG THEOR","Sociological Theory","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9558"
11494,"","Sociologus","http://ejournals.duncker-humblot.de/loi/soc"
11495,"SOCIOLOGY","Sociology-the Journal of The British Sociological Association","http://soc.sagepub.com/"
11500,"","Space Policy","http://www.sciencedirect.com/science/journal/02659646"
11501,"SPAT COGN COMPUT","Spatial Cognition and Computation","http://www.springerlink.com/content/103795/"
11503,"","Sprache-stimme-gehor","http://www.thieme.de/fz/ssg.html"
11506,"STAT METHODS MED RES","Statistical Methods in Medical Research","http://smm.sagepub.com/"
11507,"STATE POLIT POLICY Q","State Politics & Policy Quarterly","http://academic.udayton.edu/sppq-TPR/SPPQ_MAIN/SPPQ.html"
11508,"STUD AMER POLIT DEV","Studies in American Political Development","http://journals.cambridge.org/action/displayJournal?jid=SAP"
11509,"STUD COMP INT DEVELOP","Studies in Comparative International Development","http://www.springerlink.com/content/105286/"
11510,"STUD CONFL TERROR","Studies in Conflict & Terrorism","http://www.tandfonline.com/loi/uter20"
